2025-08-19 16:47:02,579 | services.ai.strands_agent | INFO | Mock Strands Agent Manager initialized with Ollama host: http://localhost:11434
2025-08-19 22:33:17,370 | __main__ | INFO |   - phi3:mini
2025-08-19 22:33:17,370 | __main__ | INFO |   - llama3.1:8b
2025-08-19 22:33:17,371 | __main__ | INFO | [SUCCESS] Ollama integration test successful
2025-08-19 22:33:17,371 | __main__ | INFO | [BRAIN] Testing Strands Agents...
2025-08-19 22:33:17,371 | services.ai.strands_agent | INFO | Strands agent 'cultural_analyst' created with model 'llama3'
2025-08-19 22:33:17,371 | services.ai.strands_agent | INFO | Strands agent 'linguistic_expert' created with model 'llama3'
2025-08-19 22:33:17,371 | services.ai.strands_agent | INFO | Strands agent 'validation_specialist' created with model 'llama3'
2025-08-19 22:33:17,371 | services.ai.strands_agent | INFO | Strands agent 'creative_director' created with model 'llama3'
2025-08-19 22:33:17,372 | services.ai.strands_agent | INFO | Specialized agents created: ['cultural_analyst', 'linguistic_expert', 'validation_specialist', 'creative_director']
2025-08-19 22:33:17,372 | __main__ | INFO | Created 4 specialized agents:
2025-08-19 22:33:17,372 | __main__ | INFO |   - cultural_analyst: llama3
2025-08-19 22:33:17,372 | __main__ | INFO |   - linguistic_expert: llama3
2025-08-19 22:33:17,372 | __main__ | INFO |   - validation_specialist: llama3
2025-08-19 22:33:17,372 | __main__ | INFO |   - creative_director: llama3
2025-08-19 22:33:17,373 | services.ai.strands_agent | INFO | Strands swarm created with 4 agents
2025-08-19 22:33:17,373 | services.ai.strands_agent | INFO | Name generation swarm created
2025-08-19 22:33:17,373 | __main__ | INFO | [SUCCESS] Swarm created successfully
2025-08-19 22:33:17,373 | __main__ | INFO | [SUCCESS] Strands agents test successful
2025-08-19 22:33:17,373 | __main__ | INFO | 
==================================================
2025-08-19 22:33:17,374 | __main__ | INFO | [STATUS] SYSTEM STATUS:
2025-08-19 22:33:17,374 | __main__ | INFO |   Database: [READY]
2025-08-19 22:33:17,374 | __main__ | INFO |   MCP Tools: [READY]
2025-08-19 22:33:17,374 | __main__ | INFO |   Ollama: [READY]
2025-08-19 22:33:17,374 | __main__ | INFO |   Strands Agents: [READY]
2025-08-19 22:33:17,374 | __main__ | INFO | 
============================================================
2025-08-19 22:33:17,375 | __main__ | INFO | STARTING SERVERS
2025-08-19 22:33:17,375 | __main__ | INFO | ============================================================
2025-08-19 22:33:17,375 | __main__ | INFO | Starting MCP HTTP server...
2025-08-19 22:33:17,382 | __main__ | INFO | MCP HTTP server started with PID: 24164
2025-08-19 22:33:20,382 | __main__ | INFO | Starting API server...
2025-08-19 22:33:20,393 | __main__ | INFO | API server started with PID: 39484
2025-08-19 22:33:22,394 | __main__ | WARNING | [MCP] Process terminated with code: 1
2025-08-19 22:33:22,394 | __main__ | WARNING | [API] Process terminated with code: 1
2025-08-19 22:33:22,395 | __main__ | INFO | 
============================================================
2025-08-19 22:33:22,395 | __main__ | INFO | SYSTEM STATUS
2025-08-19 22:33:22,395 | __main__ | INFO | ============================================================
2025-08-19 22:33:22,395 | __main__ | INFO | 🎉 ALL SYSTEMS OPERATIONAL!
2025-08-19 22:33:22,396 | __main__ | INFO | The Name Generation System is now running.
2025-08-19 22:33:22,396 | __main__ | INFO | 
Available services:
2025-08-19 22:33:22,396 | __main__ | INFO |   [SUCCESS] MCP Server: http://localhost:8000
2025-08-19 22:33:22,396 | __main__ | INFO |   [SUCCESS] API Server: http://localhost:8001
2025-08-19 22:33:22,396 | __main__ | INFO |   [SUCCESS] API Docs: http://localhost:8001/docs
2025-08-19 22:33:22,396 | __main__ | INFO |   [SUCCESS] Database: SQLite with full persistence
2025-08-19 22:33:22,397 | __main__ | INFO |   [SUCCESS] MCP Tools: domain_check, watchlist_validate, cultural_context_search, etc.
2025-08-19 22:33:22,397 | __main__ | INFO |   [SUCCESS] Ollama Integration: 10+ local LLM models
2025-08-19 22:33:22,397 | __main__ | INFO |   [SUCCESS] Strands Agents: Multi-agent collaboration
2025-08-19 22:33:22,397 | __main__ | INFO | 
MCP Client Connection:
2025-08-19 22:33:22,397 | __main__ | INFO |   • MCP Protocol: http://localhost:8000/mcp
2025-08-19 22:33:22,398 | __main__ | INFO |   • Health Check: http://localhost:8000/health
2025-08-19 22:33:22,398 | __main__ | INFO |   • Available Tools: weather_forecast, name_validation, domain_check, etc.
2025-08-19 22:33:22,398 | __main__ | INFO | 
API Endpoints:
2025-08-19 22:33:22,399 | __main__ | INFO |   • Health Check: http://localhost:8001/health
2025-08-19 22:33:22,399 | __main__ | INFO |   • Name Generation: http://localhost:8001/api/names/generate
2025-08-19 22:33:22,399 | __main__ | INFO |   • Name Validation: http://localhost:8001/api/names/validate
2025-08-19 22:33:22,399 | __main__ | INFO |   • MCP Tools: http://localhost:8001/api/mcp/tools
2025-08-19 22:33:22,400 | __main__ | INFO | 
Press Ctrl+C to stop all services
2025-08-19 22:33:22,400 | __main__ | INFO | ============================================================
2025-08-19 22:33:23,400 | __main__ | ERROR | [MCP] Process unexpectedly terminated
2025-08-19 22:33:23,401 | __main__ | INFO | Shutting down all services...
2025-08-19 22:33:23,401 | __main__ | INFO | All services stopped
2025-08-19 22:33:56,057 | services.ai.strands_agent | INFO | Strands Agent Manager initialized with Ollama host: http://localhost:11434
2025-08-19 22:33:56,058 | __main__ | INFO | Starting Name Generation System - Complete Mode
2025-08-19 22:33:56,058 | __main__ | INFO | ============================================================
2025-08-19 22:33:56,058 | __main__ | INFO | Running comprehensive system tests...
2025-08-19 22:33:56,058 | __main__ | INFO | ==================================================
2025-08-19 22:33:56,091 | database.database | INFO | Database initialized: sqlite:///./name_generation.db
2025-08-19 22:33:56,092 | __main__ | INFO | Database initialized successfully
2025-08-19 22:33:56,092 | __main__ | INFO | Testing MCP Tools...
2025-08-19 22:33:56,092 | services.ai.mcp_integration | INFO | Listed 5 MCP tools
2025-08-19 22:33:56,092 | __main__ | INFO | Available tools: 5
2025-08-19 22:33:56,092 | __main__ | INFO |   - domain_check: Check domain availability across TLDs
2025-08-19 22:33:56,093 | __main__ | INFO |   - watchlist_validate: Check names against government and industry watchlists
2025-08-19 22:33:56,093 | __main__ | INFO |   - cultural_context_search: Analyze cultural meaning and context of names
2025-08-19 22:33:56,093 | __main__ | INFO |   - trademark_check: Validate trademark availability in specific industries
2025-08-19 22:33:56,093 | __main__ | INFO |   - name_variation_generator: Create style-based variations of base names
2025-08-19 22:33:56,093 | services.ai.mcp_integration | INFO | Enabled tool: domain_check
2025-08-19 22:33:56,210 | __main__ | INFO | Tool 'domain_check' result: Domain .com appears to be available
2025-08-19 22:33:56,210 | __main__ | INFO | [SUCCESS] MCP Tools test successful
2025-08-19 22:33:56,211 | __main__ | INFO | [ROBOT] Testing Ollama Integration...
2025-08-19 22:33:58,282 | services.ai.ollama_client | INFO | Successfully connected to Ollama server
2025-08-19 22:34:00,314 | services.ai.ollama_client | INFO | Found 10 Ollama models: ['llama3:latest', 'phi3:mini', 'llama3.1:8b', 'mistral-small3.1:latest', 'qwen2.5-coder:1.5b-base', 'minicpm-v:latest', 'llava:latest', 'llama3.2-vision:latest', 'gemma3:latest', 'llama3.2:latest']
2025-08-19 22:34:00,315 | __main__ | INFO | Available models: 10
2025-08-19 22:34:00,316 | __main__ | INFO |   - llama3:latest
2025-08-19 22:34:00,316 | __main__ | INFO |   - phi3:mini
2025-08-19 22:34:00,316 | __main__ | INFO |   - llama3.1:8b
2025-08-19 22:34:00,316 | __main__ | INFO | [SUCCESS] Ollama integration test successful
2025-08-19 22:34:00,316 | __main__ | INFO | [BRAIN] Testing Strands Agents...
2025-08-19 22:34:00,317 | services.ai.strands_agent | INFO | Strands agent 'cultural_analyst' created with model 'llama3'
2025-08-19 22:34:00,317 | services.ai.strands_agent | INFO | Strands agent 'linguistic_expert' created with model 'llama3'
2025-08-19 22:34:00,317 | services.ai.strands_agent | INFO | Strands agent 'validation_specialist' created with model 'llama3'
2025-08-19 22:34:00,317 | services.ai.strands_agent | INFO | Strands agent 'creative_director' created with model 'llama3'
2025-08-19 22:34:00,317 | services.ai.strands_agent | INFO | Specialized agents created: ['cultural_analyst', 'linguistic_expert', 'validation_specialist', 'creative_director']
2025-08-19 22:34:00,318 | __main__ | INFO | Created 4 specialized agents:
2025-08-19 22:34:00,318 | __main__ | INFO |   - cultural_analyst: llama3
2025-08-19 22:34:00,318 | __main__ | INFO |   - linguistic_expert: llama3
2025-08-19 22:34:00,318 | __main__ | INFO |   - validation_specialist: llama3
2025-08-19 22:34:00,319 | __main__ | INFO |   - creative_director: llama3
2025-08-19 22:34:00,319 | services.ai.strands_agent | INFO | Strands swarm created with 4 agents
2025-08-19 22:34:00,320 | services.ai.strands_agent | INFO | Name generation swarm created
2025-08-19 22:34:00,320 | __main__ | INFO | [SUCCESS] Swarm created successfully
2025-08-19 22:34:00,321 | __main__ | INFO | [SUCCESS] Strands agents test successful
2025-08-19 22:34:00,321 | __main__ | INFO | 
==================================================
2025-08-19 22:34:00,321 | __main__ | INFO | [STATUS] SYSTEM STATUS:
2025-08-19 22:34:00,321 | __main__ | INFO |   Database: [READY]
2025-08-19 22:34:00,322 | __main__ | INFO |   MCP Tools: [READY]
2025-08-19 22:34:00,322 | __main__ | INFO |   Ollama: [READY]
2025-08-19 22:34:00,322 | __main__ | INFO |   Strands Agents: [READY]
2025-08-19 22:34:00,322 | __main__ | INFO | 
============================================================
2025-08-19 22:34:00,323 | __main__ | INFO | STARTING SERVERS
2025-08-19 22:34:00,323 | __main__ | INFO | ============================================================
2025-08-19 22:34:00,323 | __main__ | INFO | Starting MCP HTTP server...
2025-08-19 22:34:00,332 | __main__ | INFO | MCP HTTP server started with PID: 35488
2025-08-19 22:34:03,333 | __main__ | INFO | Starting API server...
2025-08-19 22:34:03,341 | __main__ | INFO | API server started with PID: 35344
2025-08-19 22:34:05,343 | __main__ | WARNING | [API] Process terminated with code: 1
2025-08-19 22:34:05,343 | __main__ | INFO | 
============================================================
2025-08-19 22:34:05,343 | __main__ | INFO | SYSTEM STATUS
2025-08-19 22:34:05,344 | __main__ | INFO | ============================================================
2025-08-19 22:34:05,344 | __main__ | INFO | 🎉 ALL SYSTEMS OPERATIONAL!
2025-08-19 22:34:05,344 | __main__ | INFO | The Name Generation System is now running.
2025-08-19 22:34:05,345 | __main__ | INFO | 
Available services:
2025-08-19 22:34:05,345 | __main__ | INFO |   [SUCCESS] MCP Server: http://localhost:8000
2025-08-19 22:34:05,345 | __main__ | INFO |   [SUCCESS] API Server: http://localhost:8001
2025-08-19 22:34:05,345 | __main__ | INFO |   [SUCCESS] API Docs: http://localhost:8001/docs
2025-08-19 22:34:05,346 | __main__ | INFO |   [SUCCESS] Database: SQLite with full persistence
2025-08-19 22:34:05,346 | __main__ | INFO |   [SUCCESS] MCP Tools: domain_check, watchlist_validate, cultural_context_search, etc.
2025-08-19 22:34:05,346 | __main__ | INFO |   [SUCCESS] Ollama Integration: 10+ local LLM models
2025-08-19 22:34:05,346 | __main__ | INFO |   [SUCCESS] Strands Agents: Multi-agent collaboration
2025-08-19 22:34:05,347 | __main__ | INFO | 
MCP Client Connection:
2025-08-19 22:34:05,347 | __main__ | INFO |   • MCP Protocol: http://localhost:8000/mcp
2025-08-19 22:34:05,347 | __main__ | INFO |   • Health Check: http://localhost:8000/health
2025-08-19 22:34:05,347 | __main__ | INFO |   • Available Tools: weather_forecast, name_validation, domain_check, etc.
2025-08-19 22:34:05,348 | __main__ | INFO | 
API Endpoints:
2025-08-19 22:34:05,348 | __main__ | INFO |   • Health Check: http://localhost:8001/health
2025-08-19 22:34:05,348 | __main__ | INFO |   • Name Generation: http://localhost:8001/api/names/generate
2025-08-19 22:34:05,348 | __main__ | INFO |   • Name Validation: http://localhost:8001/api/names/validate
2025-08-19 22:34:05,348 | __main__ | INFO |   • MCP Tools: http://localhost:8001/api/mcp/tools
2025-08-19 22:34:05,349 | __main__ | INFO | 
Press Ctrl+C to stop all services
2025-08-19 22:34:05,349 | __main__ | INFO | ============================================================
2025-08-19 22:34:06,350 | __main__ | ERROR | [API] Process unexpectedly terminated
2025-08-19 22:34:06,350 | __main__ | INFO | Shutting down all services...
2025-08-19 22:34:06,351 | __main__ | INFO | Terminating process 35488
2025-08-19 22:34:06,353 | __main__ | INFO | All services stopped
